MSSubClass,MSZoning,LotArea,LotShape,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSF
20,RL,14145,Reg,Lvl,1Fam,1Story,7,7,1984,GasA,Y,SBrkr,1621,2,3,1,8,0,Attchd,440,5,2006,Normal,202500,2829
20,RL,12400,IR1,Lvl,1Fam,1Story,6,7,1958,GasA,Y,FuseA,1215,1,3,1,6,0,Attchd,297,6,2009,Normal,155000,2430
60,RL,14191,Reg,Lvl,1Fam,2Story,8,5,2002,GasA,Y,SBrkr,1908,2,4,1,9,0,Attchd,431,4,2010,Normal,202900,2875
20,RH,8400,Reg,Lvl,1Fam,1Story,4,4,1950,GasA,Y,SBrkr,841,1,2,1,4,0,CarPort,294,9,2009,Normal,82000,1562
90,RL,8544,Reg,Lvl,Duplex,1Story,3,4,1949,Wall,N,FuseA,1040,2,2,2,6,0,Detchd,400,5,2006,Normal,87500,1040
120,RL,8849,IR1,Lvl,TwnhsE,1Story,9,5,2005,GasA,Y,SBrkr,1684,2,2,1,6,1,Attchd,564,7,2008,Normal,266000,3368
160,RM,2592,Reg,Lvl,TwnhsE,2Story,5,3,1976,GasA,Y,SBrkr,1112,1,3,1,4,0,Attchd,336,4,2010,Normal,85000,1648
50,RL,6435,Reg,Lvl,1Fam,1.5Fin,6,5,1939,GasA,Y,SBrkr,1577,1,3,1,6,1,Detchd,312,10,2006,Normal,140200,2549
20,RL,12772,IR1,Lvl,1Fam,1Story,6,8,1960,GasA,Y,SBrkr,958,1,2,1,5,0,Attchd,301,4,2007,Normal,151500,1916
20,RL,17600,IR1,Lvl,1Fam,1Story,6,5,1960,GasA,Y,FuseA,1478,2,3,1,6,2,Attchd,498,12,2009,Normal,157500,2956
160,RL,2448,Reg,Lvl,Twnhs,2Story,7,5,2003,GasA,Y,SBrkr,1626,2,2,1,6,0,BuiltIn,474,10,2008,Normal,154000,2390
60,RL,20431,IR2,Lvl,1Fam,2Story,9,5,2005,GasA,Y,SBrkr,2728,2,4,1,10,2,Attchd,706,4,2006,Partial,437154,4576
120,RL,7820,IR1,Lvl,TwnhsE,1Story,9,5,2007,GasA,Y,SBrkr,1869,2,2,1,6,1,Attchd,617,12,2007,Partial,318061,3738
120,RL,5271,IR1,Low,1Fam,1Story,7,5,1986,GasA,Y,SBrkr,1453,1,2,1,6,1,Attchd,445,12,2006,Abnorml,190000,2906
50,RL,9084,Reg,Lvl,1Fam,1.5Fin,5,6,1941,GasA,N,SBrkr,1111,1,3,1,5,0,Detchd,200,3,2008,Normal,95000,1727
30,RM,8520,Reg,Lvl,1Fam,1Story,6,8,1928,GasA,Y,SBrkr,720,1,2,1,5,0,Detchd,484,5,2010,Normal,105900,1344
50,RL,8400,Reg,Bnk,1Fam,1.5Fin,6,5,1940,GasA,Y,SBrkr,1595,1,2,1,6,2,Attchd,240,6,2006,Normal,140000,2535
20,RL,11249,IR2,Lvl,1Fam,1Story,6,5,1995,GasA,Y,SBrkr,1200,2,3,1,6,0,Attchd,521,8,2007,Normal,177500,2400
20,RL,9248,IR1,Lvl,1Fam,1Story,6,6,1992,GasA,Y,SBrkr,1167,2,3,1,6,0,Attchd,400,7,2009,Normal,173000,2325
120,RM,4224,Reg,Lvl,TwnhsE,1Story,5,5,1976,GasA,Y,SBrkr,1142,1,3,1,6,1,Attchd,528,8,2007,Normal,134000,2284
80,RL,6930,IR1,Lvl,1Fam,SLvl,5,4,1958,GasA,Y,FuseF,1352,1,3,1,6,0,BuiltIn,288,7,2006,Abnorml,130000,2414
60,RL,12011,IR1,Lvl,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,1924,2,3,1,7,1,Attchd,592,6,2006,Normal,280000,3010
85,RL,7540,IR1,Lvl,1Fam,SFoyer,6,6,1978,GasA,Y,SBrkr,912,1,2,1,5,1,Attchd,470,6,2007,Normal,156000,1800
50,RL,9144,Reg,Lvl,1Fam,1.5Fin,5,5,1940,GasA,Y,SBrkr,1505,1,3,1,8,0,Detchd,240,7,2008,Normal,145000,2388
85,RL,7301,Reg,Lvl,1Fam,SFoyer,7,5,2003,GasA,Y,SBrkr,1922,3,4,1,7,1,BuiltIn,672,7,2009,Normal,198500,1922
160,RM,1680,Reg,Lvl,Twnhs,2Story,6,8,1972,GasA,Y,SBrkr,987,1,2,1,5,0,Detchd,264,5,2009,Normal,118000,1470
60,RL,18800,IR1,Lvl,1Fam,2Story,6,5,1976,GasA,Y,SBrkr,1574,2,3,1,6,1,Attchd,566,7,2006,Normal,190000,2370
70,RM,10690,Reg,Lvl,1Fam,2Story,5,7,1920,GasA,Y,FuseA,1344,1,3,1,6,0,Detchd,468,7,2009,Normal,147000,2016
20,RL,9500,IR1,Lvl,1Fam,1Story,6,5,1963,GasA,Y,SBrkr,1394,1,3,1,6,2,Attchd,514,7,2009,Normal,159000,2788
80,RL,9150,IR1,Lvl,1Fam,SLvl,6,5,1962,GasA,Y,SBrkr,1431,1,3,1,6,1,Basment,296,12,2008,Normal,165000,2530
20,RL,7800,Reg,Lvl,1Fam,1Story,5,6,1954,GasA,Y,SBrkr,1268,1,2,1,7,1,Attchd,244,3,2010,Normal,132000,2536
20,RL,9830,IR1,Lvl,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,1287,1,3,1,7,1,Detchd,576,3,2010,Normal,162000,2350
60,RL,8121,IR1,Lvl,1Fam,2Story,6,5,2000,GasA,Y,SBrkr,1664,2,3,1,7,1,Attchd,460,1,2006,Normal,172400,2617
50,RL,17120,Reg,Lvl,1Fam,1.5Fin,4,4,1959,GasA,Y,SBrkr,1588,2,4,1,7,1,Detchd,680,7,2008,Normal,134432,1588
120,RL,7175,Reg,Lvl,TwnhsE,1Story,6,5,1984,GasA,Y,SBrkr,752,1,2,1,4,0,Attchd,264,2,2010,Normal,125000,1496
20,RL,10634,Reg,Lvl,1Fam,1Story,5,6,1953,GasA,Y,SBrkr,1319,1,3,1,5,0,Attchd,270,11,2009,Normal,123000,1927
60,RL,8200,Reg,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1928,2,4,1,8,1,BuiltIn,434,7,2007,Normal,219500,2775
30,RL,10020,IR1,Low,1Fam,1Story,1,1,1922,GasA,N,FuseA,904,0,1,1,4,0,,0,3,2009,Normal,61000,1587
85,RL,8846,IR1,Lvl,1Fam,SFoyer,5,5,1996,GasA,Y,SBrkr,914,1,2,1,5,0,Detchd,576,7,2006,Normal,148000,1784
60,FV,11143,IR1,Lvl,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,2466,3,4,1,8,1,Attchd,610,12,2007,Normal,340000,4046
20,RL,11394,Reg,Lvl,1Fam,1Story,9,2,2010,GasA,Y,SBrkr,1856,1,1,1,8,1,Attchd,834,6,2010,Partial,394432,3712
60,RL,8123,IR1,Lvl,1Fam,2Story,6,5,2000,GasA,Y,SBrkr,1800,2,3,1,7,1,Attchd,463,6,2009,Normal,179000,2782
50,RL,5000,Reg,Lvl,1Fam,1.5Fin,5,6,1924,GasA,Y,SBrkr,1691,2,3,1,6,1,Detchd,308,5,2010,Normal,127000,2717
20,FV,7200,Reg,Lvl,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1301,2,2,1,5,1,Attchd,572,8,2006,Partial,187750,2594
60,RL,9245,IR1,Lvl,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1797,2,3,1,8,0,Attchd,639,4,2007,Normal,213500,2736
45,RH,9000,Reg,Lvl,1Fam,1.5Unf,6,3,1928,GasA,N,FuseA,784,1,2,1,5,0,Detchd,360,10,2009,Normal,76000,1568
60,RL,53107,IR2,Low,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,1953,2,3,1,9,2,Attchd,501,6,2007,Normal,240000,3533
120,RL,3182,Reg,Lvl,TwnhsE,1Story,8,5,2004,GasA,Y,SBrkr,1269,2,2,1,6,1,Attchd,430,4,2010,Normal,192000,2525
50,RL,8410,Reg,Lvl,1Fam,1.5Fin,5,3,1910,GasA,Y,SBrkr,1184,1,5,1,8,0,,0,5,2006,AdjLand,81000,1842
80,RL,7200,Reg,Lvl,1Fam,SLvl,6,6,1976,GasA,Y,SBrkr,1125,1,3,1,6,1,Detchd,352,10,2009,Abnorml,125000,2166
20,RL,9382,IR1,Lvl,1Fam,1Story,7,5,1999,GasA,Y,SBrkr,1479,2,3,1,6,0,Attchd,577,7,2008,Normal,191000,2947
60,RL,12474,Reg,Lvl,1Fam,2Story,10,5,2007,GasA,Y,SBrkr,2332,2,3,1,9,1,BuiltIn,846,8,2008,Partial,426000,4014
50,RL,8405,Reg,Lvl,1Fam,1.5Fin,5,8,1900,GasA,Y,SBrkr,1367,1,4,1,7,0,Detchd,384,4,2008,Normal,119000,2228
60,RL,12209,IR1,Lvl,1Fam,2Story,6,5,2001,GasA,Y,SBrkr,1961,2,3,1,7,1,BuiltIn,560,6,2009,Normal,215000,2765
20,RL,8339,IR1,Lvl,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,882,1,3,1,5,0,Attchd,294,7,2007,Normal,106500,882
30,RL,7446,Reg,Lvl,1Fam,1Story,4,5,1941,GasA,Y,FuseA,788,1,2,1,4,2,,0,4,2006,Abnorml,100000,1576
50,RL,10134,Reg,Lvl,1Fam,1.5Fin,5,6,1940,GasA,Y,FuseA,1034,1,2,1,5,0,Detchd,240,7,2007,Normal,109000,1769
20,RL,9571,Reg,Lvl,1Fam,1Story,5,6,1956,GasA,Y,SBrkr,1144,1,3,1,6,0,Attchd,596,6,2010,Normal,129000,2288
20,RL,7200,Reg,Low,1Fam,1Story,5,5,1972,GasA,Y,SBrkr,894,1,2,1,6,0,Detchd,600,9,2009,Normal,123000,1788
60,RL,7590,Reg,Lvl,1Fam,2Story,5,5,1962,GasA,Y,SBrkr,1812,2,4,1,8,1,Attchd,264,7,2007,Normal,169500,2676
30,RM,8967,Reg,Lvl,1Fam,1Story,5,2,1920,GasA,Y,Mix,1077,1,2,1,6,0,Detchd,338,11,2007,Abnorml,67000,2038
60,FV,8125,Reg,Lvl,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,1550,2,2,1,7,0,Attchd,438,10,2009,Normal,241000,2642
120,RL,14963,IR2,Lvl,TwnhsE,1Story,8,5,1996,GasA,Y,SBrkr,1288,1,1,1,4,2,Attchd,500,12,2008,Normal,245500,2548
20,RL,8767,IR1,Lvl,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,1310,2,3,1,6,1,Attchd,400,7,2006,Partial,164990,2620
30,RL,10200,Reg,Lvl,1Fam,1Story,5,8,1940,GasA,Y,SBrkr,672,1,2,1,4,0,Detchd,240,8,2008,Normal,108000,1344
60,RL,12090,Reg,Lvl,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,2263,2,4,1,10,1,BuiltIn,420,7,2006,Abnorml,258000,3404
60,RL,10364,IR1,Lvl,1Fam,2Story,6,5,1995,GasA,Y,SBrkr,1572,2,3,1,7,1,BuiltIn,373,5,2007,Normal,168000,2378
20,RL,9991,IR1,Lvl,1Fam,1Story,4,4,1976,GasA,Y,SBrkr,1620,2,3,1,8,1,Attchd,490,6,2009,Normal,150000,2901
50,RL,10480,Reg,Lvl,1Fam,1.5Fin,6,5,1936,GasA,Y,FuseA,1639,1,3,1,6,0,Detchd,240,3,2008,Normal,115000,2230
70,RL,15576,Reg,Lvl,1Fam,2Story,6,7,1915,GasA,Y,SBrkr,1680,2,4,1,8,0,Attchd,308,3,2008,Normal,177000,2520
60,RL,14154,Reg,Lvl,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,2172,2,3,1,9,1,Attchd,947,8,2007,Partial,280000,3235
60,FV,10800,Reg,Lvl,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,2078,2,3,1,8,1,Attchd,836,4,2008,Partial,339750,3112
20,RL,9571,Reg,Lvl,1Fam,1Story,5,3,1958,GasA,Y,FuseA,1276,1,3,1,5,0,Attchd,350,6,2009,Abnorml,60000,2552
190,RL,34650,Reg,Bnk,2fmCon,1Story,5,5,1955,GasA,N,SBrkr,1056,1,3,1,5,0,Attchd,572,1,2006,Normal,145000,2112
20,FV,4403,IR2,Lvl,1Fam,1Story,7,5,2009,GasA,Y,SBrkr,1478,2,2,1,7,1,Attchd,484,6,2010,Partial,222000,2948
30,RM,8960,Reg,Lvl,1Fam,1Story,5,6,1927,GasA,Y,FuseA,1028,1,2,1,5,1,Detchd,360,3,2010,Normal,115000,2036
60,RL,11228,IR2,Lvl,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,2097,2,3,1,9,1,Attchd,678,12,2008,Normal,228000,3177
20,RL,8899,IR1,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1340,2,3,1,6,0,Attchd,396,8,2007,Partial,181134,2680
60,RL,7844,Reg,Lvl,1Fam,2Story,6,7,1978,GasA,Y,SBrkr,1400,1,3,1,6,1,Attchd,440,3,2006,Normal,149500,2072
70,RL,22420,IR1,Lvl,1Fam,2Story,6,6,1918,GasW,N,FuseA,2624,2,4,1,10,1,Detchd,864,11,2007,Normal,239000,3994
50,RL,8160,Reg,Lvl,1Fam,1.5Fin,5,6,1940,GasA,N,FuseF,1134,1,3,1,7,0,Detchd,240,4,2007,AdjLand,126000,1890
20,RL,8450,Reg,Lvl,1Fam,1Story,5,6,1968,GasA,Y,SBrkr,1056,1,3,1,6,1,Attchd,304,7,2010,Normal,142000,2112
90,RM,7060,Reg,Lvl,Duplex,SFoyer,7,5,1997,GasA,Y,SBrkr,1344,2,2,2,8,0,Attchd,784,11,2008,Alloca,206300,2688
20,RL,16635,IR1,Lvl,1Fam,1Story,6,7,1977,GasA,Y,SBrkr,1602,2,3,1,8,1,Attchd,529,6,2009,Normal,215000,3204
20,RL,21750,Reg,HLS,1Fam,1Story,5,5,1954,GasA,Y,FuseA,988,1,2,1,4,0,Attchd,520,2,2008,Normal,113000,1976
60,RL,9200,Reg,Lvl,1Fam,2Story,8,5,1998,GasA,Y,SBrkr,2630,2,4,1,8,1,Attchd,696,6,2008,Normal,315000,4100
20,RL,9000,Reg,Lvl,1Fam,1Story,6,5,1956,GasA,Y,FuseA,1196,1,2,1,6,1,Attchd,297,5,2008,Normal,139000,2392
60,RM,3378,Reg,HLS,1Fam,2Story,7,8,1946,GasA,Y,SBrkr,1389,1,3,1,6,2,Detchd,240,9,2009,Normal,135000,2040
80,RL,12800,Reg,Low,1Fam,SLvl,7,5,1989,GasA,Y,SBrkr,1644,2,2,1,5,1,Attchd,569,8,2009,Normal,275000,3162
20,RL,8593,IR1,Lvl,1Fam,1Story,4,6,1957,GasA,Y,SBrkr,907,1,3,1,5,0,Detchd,352,7,2008,Normal,109008,1814
20,RL,6762,Reg,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1208,2,2,1,6,0,Attchd,628,9,2007,Partial,195400,2416
20,RL,11457,IR1,Lvl,1Fam,1Story,6,5,1988,GasA,Y,SBrkr,1412,2,3,1,6,1,Attchd,576,3,2009,Normal,175000,2804
160,RM,1680,Reg,Lvl,Twnhs,2Story,6,5,1971,GasA,Y,SBrkr,987,1,2,1,4,0,Detchd,264,7,2008,Abnorml,85400,1470
50,RM,5586,IR1,Bnk,1Fam,1.5Fin,6,7,1920,GasA,Y,SBrkr,1198,1,4,1,7,0,,0,9,2008,Abnorml,79900,2099
160,RM,1920,Reg,Lvl,TwnhsE,2Story,5,5,1971,GasA,Y,SBrkr,1365,1,2,1,6,0,Detchd,440,8,2007,Normal,122500,2130
60,RL,10839,IR1,Lvl,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,1604,2,3,1,7,1,Attchd,470,7,2008,Normal,181000,2530
180,RM,1890,Reg,Lvl,Twnhs,SFoyer,4,7,1972,GasA,Y,SBrkr,630,1,1,1,3,0,,0,6,2008,Normal,81000,1260
60,RL,10667,IR2,Lvl,1Fam,2Story,7,6,1996,GasA,Y,SBrkr,1661,2,3,1,6,1,Attchd,550,4,2009,Normal,212000,2460
50,RM,4400,Reg,Lvl,1Fam,1.5Fin,6,8,1920,GasA,Y,FuseA,1118,1,2,1,6,0,Detchd,440,10,2006,Normal,116000,1766
45,RM,6000,Reg,Lvl,1Fam,1.5Unf,6,7,1926,GasA,Y,SBrkr,904,1,2,1,4,0,Detchd,180,1,2009,Normal,119000,1788
30,RL,4280,Reg,Lvl,1Fam,1Story,5,6,1913,GasA,N,SBrkr,694,1,2,1,4,1,Detchd,352,3,2007,Normal,90350,1134
50,RL,12354,Reg,Lvl,1Fam,1.5Fin,6,8,1920,GasA,Y,SBrkr,1196,1,3,1,7,0,Detchd,528,8,2009,Normal,110000,1880
20,RL,15431,Reg,Lvl,1Fam,1Story,10,5,2008,GasA,Y,SBrkr,2402,2,2,1,10,2,Attchd,672,4,2009,Normal,555000,5496
90,RL,12108,Reg,Lvl,Duplex,1Story,4,4,1955,GasA,N,FuseF,1440,2,4,2,8,0,,0,9,2008,Normal,118000,2880
50,RM,6240,Reg,Lvl,1Fam,1.5Fin,5,7,1930,GasA,Y,SBrkr,1573,2,3,1,8,1,Detchd,360,6,2008,Normal,162900,2651
120,RL,3922,Reg,Lvl,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,1258,2,2,1,6,1,Attchd,648,6,2007,Partial,172500,2516
60,RL,8750,Reg,Lvl,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,1908,2,4,1,8,1,Attchd,493,7,2008,Normal,210000,2823
20,RL,9855,Reg,Lvl,1Fam,1Story,6,5,1956,GasA,Y,SBrkr,1689,1,3,1,7,1,Attchd,480,11,2009,Normal,127500,3125
20,RL,16492,IR1,Lvl,1Fam,1Story,6,6,1966,GasA,Y,SBrkr,1888,2,2,1,6,1,Attchd,578,6,2010,Normal,190000,3405
60,RL,11214,IR1,Lvl,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,1886,2,4,1,10,1,Attchd,431,7,2006,Normal,199900,2816
50,RM,8600,Reg,Bnk,1Fam,1.5Fin,6,6,1937,GasA,Y,SBrkr,1376,2,3,1,7,1,Detchd,198,6,2006,Normal,119500,2156
50,RM,6000,Reg,Lvl,1Fam,1.5Fin,3,7,1948,GasA,Y,SBrkr,1183,1,2,1,6,0,Detchd,308,6,2007,Normal,120000,1832
30,RM,5684,Reg,Lvl,1Fam,1Story,6,8,1930,GasA,Y,FuseA,813,1,2,1,5,0,Detchd,270,6,2006,Normal,110000,1626
20,RL,70761,IR1,Low,1Fam,1Story,7,5,1975,GasA,Y,SBrkr,1533,2,2,1,5,2,Attchd,576,12,2006,Normal,280000,3066
60,RL,9303,IR1,Lvl,1Fam,2Story,6,5,1996,GasA,Y,SBrkr,1756,2,3,1,7,0,Attchd,422,7,2007,Normal,204000,2628
60,FV,9000,Reg,Lvl,1Fam,2Story,8,5,2008,GasA,Y,SBrkr,1590,2,3,1,6,0,Attchd,676,6,2009,Normal,210000,2358
90,RL,9297,Reg,Lvl,Duplex,1Story,5,5,1976,GasA,Y,SBrkr,1728,2,4,2,8,0,Detchd,560,7,2006,Family,188000,3456
20,RL,9600,Reg,Lvl,1Fam,1Story,7,6,1973,GasA,Y,SBrkr,1242,1,3,1,6,1,Attchd,528,9,2007,Normal,175500,2484
70,RM,4571,Reg,Lvl,1Fam,2Story,5,5,1916,GasA,N,SBrkr,1344,1,4,1,7,0,Detchd,513,5,2008,Abnorml,98000,1968
20,RL,53227,IR1,Low,1Fam,1Story,4,6,1954,GasA,Y,SBrkr,1663,1,2,1,6,2,Attchd,529,3,2008,Normal,256000,3027
70,RM,5100,Reg,Lvl,1Fam,2Story,8,7,1925,GasA,Y,SBrkr,1666,1,3,1,7,1,Detchd,228,6,2008,Normal,161000,2254
50,RL,7015,IR1,Bnk,1Fam,1.5Fin,5,4,1950,GasA,Y,SBrkr,1203,1,3,1,5,1,Detchd,352,7,2009,Normal,110000,1912
60,FV,8004,IR1,Lvl,1Fam,2Story,8,5,2009,GasA,Y,SBrkr,1935,2,3,1,8,0,BuiltIn,552,12,2009,Partial,263435,2767
70,RL,7200,Reg,Lvl,1Fam,2Story,7,9,1936,GasA,Y,SBrkr,1135,1,3,1,6,0,Detchd,576,4,2009,Normal,155000,1695
20,RL,8281,IR1,Lvl,1Fam,1Story,5,5,1965,GasA,Y,SBrkr,864,1,3,1,5,1,Detchd,360,12,2009,Normal,62383,1728
70,RL,11988,IR1,HLS,1Fam,2Story,6,7,1934,GasA,Y,FuseA,1660,1,3,1,6,1,Detchd,240,8,2008,Normal,188700,2375
20,RL,8430,Reg,HLS,1Fam,1Story,5,5,1978,GasA,Y,SBrkr,1040,2,3,1,5,0,,0,8,2009,Normal,124000,2080
120,RM,3072,Reg,Lvl,TwnhsE,1Story,7,5,2004,GasA,Y,SBrkr,1414,2,2,1,6,1,Attchd,398,5,2006,Normal,178740,2789
20,RL,10628,Reg,Lvl,1Fam,1Story,7,5,1970,GasA,Y,SBrkr,1277,1,2,1,5,1,Attchd,526,4,2007,Normal,167000,2554
70,RL,9480,Reg,Lvl,1Fam,2Story,5,7,1942,GasA,Y,SBrkr,1644,1,3,1,7,2,Attchd,312,6,2007,Normal,146500,2372
20,RL,11428,IR1,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1634,2,3,1,7,1,Attchd,866,5,2007,Normal,250000,3260
60,RL,9291,IR1,Lvl,1Fam,2Story,6,5,1993,GasA,Y,SBrkr,1710,2,3,1,7,0,Attchd,506,6,2008,Normal,187000,2542
120,RL,6820,IR1,Lvl,TwnhsE,1Story,8,5,1985,GasA,Y,SBrkr,1502,1,1,1,4,0,Attchd,528,6,2010,Normal,212000,2990
60,RL,11952,Reg,Lvl,1Fam,2Story,7,6,1977,GasA,Y,SBrkr,1969,2,3,1,8,1,Attchd,534,11,2007,Normal,190000,2777
180,RM,3675,Reg,Lvl,TwnhsE,SLvl,6,5,2005,GasA,Y,SBrkr,1072,1,2,1,5,0,Basment,525,6,2008,Normal,148000,1619
20,RL,14977,IR1,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1976,2,2,1,7,1,Attchd,908,7,2007,Partial,440000,3952
120,RL,5330,Reg,Lvl,TwnhsE,1Story,8,5,2000,GasA,Y,SBrkr,1652,2,2,1,6,0,Attchd,499,8,2007,Normal,251000,3146
20,RL,8480,Reg,Lvl,1Fam,1Story,5,6,1963,GasA,Y,SBrkr,970,1,2,1,5,0,Detchd,624,7,2007,Normal,132500,1940
20,RL,13125,Reg,Lvl,1Fam,1Story,6,5,1997,GasA,Y,SBrkr,1493,2,3,1,7,1,Attchd,508,4,2008,Normal,208900,2971
60,RL,13693,Reg,Lvl,1Fam,2Story,9,5,2006,GasA,Y,SBrkr,2643,2,3,1,9,1,BuiltIn,694,3,2007,Normal,380000,4796
20,RL,10637,Reg,Lvl,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1718,2,3,1,7,1,Attchd,826,9,2009,Normal,297000,3423
30,RM,5925,Reg,Bnk,1Fam,1Story,4,7,1937,GasA,Y,SBrkr,1131,1,2,1,7,0,Detchd,672,3,2007,Alloca,89471,2038
20,RL,16033,IR1,Lvl,1Fam,1Story,9,5,2004,GasA,Y,SBrkr,1850,2,3,1,8,1,Attchd,772,3,2006,Normal,326000,3683
20,RL,11846,IR1,HLS,1Fam,1Story,9,5,2003,GasA,Y,SBrkr,1792,2,2,1,6,1,Attchd,874,8,2006,Normal,374000,3584
70,RM,2500,Reg,Lvl,1Fam,2Story,7,8,1915,GasA,Y,SBrkr,1826,1,4,1,7,1,Attchd,164,6,2009,Normal,155000,2736
120,RM,4500,Reg,Lvl,Twnhs,1Story,6,5,1998,GasA,Y,SBrkr,1216,2,2,1,5,0,Attchd,402,5,2006,Normal,164000,2432
20,RL,7758,IR1,Lvl,1Fam,1Story,5,7,1962,GasA,Y,SBrkr,999,1,3,1,6,0,Detchd,264,3,2007,Normal,132500,1998
20,RL,9600,Reg,Lvl,1Fam,1Story,5,7,1950,GasA,Y,SBrkr,1113,1,3,1,5,1,Attchd,264,7,2009,Normal,147000,2226
20,RL,10289,Reg,Lvl,1Fam,1Story,5,7,1965,GasA,Y,SBrkr,1073,1,3,1,6,0,Attchd,515,6,2007,Normal,156000,2146
20,RL,12243,IR1,Lvl,1Fam,1Story,5,6,1971,GasA,Y,SBrkr,1484,2,3,1,7,1,Attchd,487,2,2007,Normal,175000,2968
190,RL,10800,Reg,Lvl,2fmCon,1.5Fin,5,4,1900,GasA,N,FuseA,2414,2,3,2,10,1,Attchd,520,5,2006,Normal,160000,3368
180,RM,1526,Reg,Lvl,Twnhs,SFoyer,4,8,1970,GasA,Y,SBrkr,630,1,1,1,3,0,Attchd,286,5,2009,Normal,86000,1260
160,RM,2665,Reg,Lvl,TwnhsE,2Story,5,6,1976,GasA,Y,SBrkr,1304,1,3,1,4,1,BuiltIn,336,6,2008,Normal,115000,1568
50,RL,9490,Reg,Lvl,1Fam,1.5Fin,6,7,1941,GasA,Y,FuseA,1578,1,3,1,5,2,Attchd,240,8,2006,Normal,133000,2384
60,RL,15578,IR1,Lvl,1Fam,2Story,6,5,2006,GasA,Y,SBrkr,1456,2,3,1,8,0,Attchd,429,5,2006,Partial,172785,2184
20,RL,7931,Reg,Lvl,1Fam,1Story,5,6,1960,GasA,Y,FuseA,1269,1,3,1,6,1,Detchd,308,6,2008,Normal,155000,2538
30,RM,5784,Reg,Lvl,1Fam,1Story,5,8,1938,GasA,Y,FuseA,886,1,2,1,4,0,Attchd,273,12,2009,Normal,91300,1076
30,C (all),7879,Reg,Lvl,1Fam,1Story,4,5,1920,GasA,N,FuseA,720,1,2,1,4,0,,0,11,2009,Abnorml,34900,1440
20,RL,12692,IR1,Lvl,1Fam,1Story,8,5,1992,GasA,Y,SBrkr,3228,3,4,1,10,1,Attchd,546,5,2007,Normal,430000,6428
50,RL,9120,Reg,Lvl,1Fam,1.5Fin,7,6,1925,GasA,Y,SBrkr,1820,2,4,1,8,0,Detchd,240,6,2008,Normal,184000,2846
20,RL,7800,Reg,Lvl,1Fam,1Story,5,7,1967,GasA,Y,SBrkr,899,1,3,1,5,0,Attchd,288,6,2009,Normal,130000,1763
20,RL,7535,IR1,Lvl,1Fam,1Story,5,7,1958,GasA,Y,SBrkr,912,1,2,1,5,0,Attchd,297,6,2007,Normal,120000,1824
160,RM,1890,Reg,Lvl,Twnhs,2Story,6,5,1973,GasA,Y,SBrkr,1218,1,3,1,7,0,Detchd,264,5,2007,Normal,113000,1890
60,FV,9803,Reg,Lvl,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,1768,2,3,1,7,0,Attchd,603,2,2008,Normal,226700,2634
20,RL,9170,Reg,Lvl,1Fam,1Story,5,7,1965,GasA,Y,SBrkr,1214,1,2,1,6,0,Detchd,461,4,2007,Normal,140000,2428
20,RL,15602,IR1,Lvl,1Fam,1Story,7,8,1959,GasA,Y,SBrkr,1801,2,1,1,6,2,Attchd,484,3,2010,Normal,289000,3302
160,RL,2308,Reg,Lvl,TwnhsE,2Story,6,5,1974,GasA,Y,SBrkr,1322,2,3,1,6,1,Attchd,440,6,2009,Normal,147000,2177
90,RM,7596,Reg,Lvl,Duplex,2Story,5,5,1952,GasA,Y,SBrkr,1960,2,4,2,10,0,Detchd,400,7,2009,Normal,124500,2920
60,RL,9554,IR1,Lvl,1Fam,2Story,8,5,1993,GasA,Y,SBrkr,1911,2,3,1,8,1,Attchd,471,9,2006,Normal,215000,2688
20,FV,7862,IR1,Lvl,1Fam,1Story,6,5,2009,GasA,Y,SBrkr,1218,2,2,1,4,0,Attchd,676,9,2009,Partial,208300,2436
